43659,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43659,PO522145787,10-4020-000676,29825,279,5,985,985,5,16281,105041Vi84182,,$20565.62,$1971.51,$616.10,$23153.23,,{79B65321-39CA-4115-9CBA-8FE0903E12E6},7/8/2005 0:00:00
43660,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43660,PO18850127500,10-4020-000117,29672,279,5,921,921,5,5618,115213Vi29411,,$1294.25,$124.25,$38.83,$1457.33,,{738DC42D-D03B-48A1-9822-F95A67EA7389},7/8/2005 0:00:00
43661,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43661,PO18473189620,10-4020-000442,29734,282,6,517,517,5,1346,85274Vi6854,4,$32726.48,$3153.77,$985.55,$36865.80,,{D91B9131-18A4-4A11-BC3A-90B6F53E9D74},7/8/2005 0:00:00
43662,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43662,PO18444174044,10-4020-000227,29994,282,6,482,482,5,10456,125295Vi53935,4,$28832.53,$2775.16,$867.24,$32474.93,,{4A1ECFC0-CC3A-4740-B028-1C50BB48711C},7/8/2005 0:00:00
43663,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43663,PO18009186470,10-4020-000510,29565,276,4,1073,1073,5,4322,45303Vi22691,,$419.46,$40.27,$12.58,$472.31,,{9B1E7A40-6AE0-4AD3-811C-A64951857C4B},7/8/2005 0:00:00
43664,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43664,PO16617121983,10-4020-000397,29898,280,1,876,876,5,806,95555Vi4081,,$24432.61,$2344.99,$732.81,$27510.41,,{22A8A5DA-8C22-42AD-9241-839489B6EF0D},7/8/2005 0:00:00
43665,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43665,PO16588191572,10-4020-000146,29580,283,1,849,849,5,15232,35568Vi78804,,$14352.77,$1375.94,$429.98,$16158.70,,{5602C304-853C-43D7-9E79-76E320D476CF},7/8/2005 0:00:00
43666,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43666,PO16008173883,10-4020-000511,30052,276,4,1074,1074,5,13349,105623Vi69217,,$5056.49,$486.37,$151.99,$5694.86,,{E2A90057-1366-4487-8A7E-8085845FF770},7/8/2005 0:00:00
43667,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43667,PO15428132599,10-4020-000646,29974,277,3,629,629,5,10370,55680Vi53503,,$6107.08,$586.12,$183.16,$6876.36,,{86D5237D-432D-4B21-8ABC-671942F5789D},7/8/2005 0:00:00
43668,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43668,PO14732180295,10-4020-000514,29614,282,6,529,529,5,1566,85817Vi8045,4,$35944.16,$3461.77,$1081.80,$40487.72,,{281CC355-D538-494E-9B44-461B36A826C6},7/8/2005 0:00:00
43669,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43669,PO14123169936,10-4020-000578,29747,283,1,895,895,5,15538,25877Vi80261,,$714.70,$70.52,$22.04,$807.26,,{FABFC5C2-E034-4E0E-A573-6F39E9FA0484},7/8/2005 0:00:00
43670,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43670,PO14384116310,10-4020-000504,29566,275,3,810,810,5,18017,105888Vi93490,,$6122.08,$587.56,$183.61,$6893.25,,{573E52A7-573F-40B6-B695-6F3D242E0C6D},7/8/2005 0:00:00
43671,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43671,PO13978119376,10-4020-000200,29890,283,1,855,855,5,13693,25904Vi70960,,$8128.79,$780.81,$244.00,$9153.61,,{005FDA9D-62E1-4001-A4AC-A976A7905F94},7/8/2005 0:00:00
43672,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43672,PO13862153537,10-4020-000119,30067,282,6,464,464,5,3980,95915Vi20982,4,$6124.18,$587.60,$183.63,$6895.41,,{194202AA-8E15-4932-A2C4-7A7AC0713639},7/8/2005 0:00:00
43673,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43673,PO13775141242,10-4020-000618,29844,275,2,821,821,5,1417,35931Vi7271,,$3746.20,$357.96,$111.86,$4216.03,,{C5CD3AE9-41F5-4B71-A3F1-D550B928572B},7/8/2005 0:00:00
43674,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43674,PO12760141756,10-4020-000083,29596,282,6,458,458,5,19204,26081Vi99806,4,$2624.38,$251.94,$78.73,$2955.05,,{CE8BCA02-F705-4AAE-A446-5D8B660C3A1B},7/8/2005 0:00:00
43675,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43675,PO12412186464,10-4020-000670,29827,277,3,631,631,5,11886,126121Vi61402,,$5716.31,$546.88,$170.90,$6434.08,,{9F2CF0EE-F2B8-44D4-897D-7641F4FBD649},7/8/2005 0:00:00
43676,3,7/1/2005 0:00:00,7/13/2005 0:00:00,7/8/2005 0:00:00,5,0,SO43676,PO11861165059,10-4020-000017,29811,275,5,755,755,5,18153,36168Vi94127,,$14203.46,$1363.27,$426.02,$15992.74,,{28C73732-D2FD-4F0D-A9A8-0E53595235F6},7/8/2005 0:00:00
